Ratio|Run Time|Wait Time|JobID|User|Group|Submit|Start|End|Timelimit|ReqMem|MaxRSS|AllocCPUS|CPUTimeRAW(s)
.00793|00:24:14|02-02:53:31|469042|aschneid|choueiry|2014-03-18T13:21:04|2014-03-20T16:14:35|2014-03-20T16:38:49|3-00:00:00|8096Mc||1|1454
.00793|00:24:15|02-02:57:08|468609|aschneid|choueiry|2014-03-18T13:17:25|2014-03-20T16:14:33|2014-03-20T16:38:48|3-00:00:00|8096Mc||1|1455
.00793|00:24:16|02-02:57:08|468617|aschneid|choueiry|2014-03-18T13:17:25|2014-03-20T16:14:33|2014-03-20T16:38:49|3-00:00:00|8096Mc||1|1456
.00794|00:24:18|02-02:57:08|468604|aschneid|choueiry|2014-03-18T13:17:25|2014-03-20T16:14:33|2014-03-20T16:38:51|3-00:00:00|8096Mc||1|1458
.00795|00:24:17|02-02:53:32|469044|aschneid|choueiry|2014-03-18T13:21:04|2014-03-20T16:14:36|2014-03-20T16:38:53|3-00:00:00|8096Mc||1|1457
.00795|00:24:19|02-02:57:08|468601|aschneid|choueiry|2014-03-18T13:17:25|2014-03-20T16:14:33|2014-03-20T16:38:52|3-00:00:00|8096Mc||1|1459
.00796|00:24:21|02-02:57:08|468599|aschneid|choueiry|2014-03-18T13:17:25|2014-03-20T16:14:33|2014-03-20T16:38:54|3-00:00:00|8096Mc||1|1461
.00797|00:24:23|02-02:57:08|468613|aschneid|choueiry|2014-03-18T13:17:25|2014-03-20T16:14:33|2014-03-20T16:38:56|3-00:00:00|8096Mc||1|1463
.00798|00:24:25|02-02:57:08|468600|aschneid|choueiry|2014-03-18T13:17:25|2014-03-20T16:14:33|2014-03-20T16:38:58|3-00:00:00|8096Mc||1|1465
.00799|00:24:26|02-02:57:08|468614|aschneid|choueiry|2014-03-18T13:17:25|2014-03-20T16:14:33|2014-03-20T16:38:59|3-00:00:00|8096Mc||1|1466
.00800|00:24:28|02-02:57:08|468616|aschneid|choueiry|2014-03-18T13:17:25|2014-03-20T16:14:33|2014-03-20T16:39:01|3-00:00:00|8096Mc||1|1468
.00800|00:24:29|02-02:57:08|468602|aschneid|choueiry|2014-03-18T13:17:25|2014-03-20T16:14:33|2014-03-20T16:39:02|3-00:00:00|8096Mc||1|1469
.00800|00:24:29|02-02:57:08|468618|aschneid|choueiry|2014-03-18T13:17:25|2014-03-20T16:14:33|2014-03-20T16:39:02|3-00:00:00|8096Mc||1|1469
.00801|00:24:30|02-02:57:08|468603|aschneid|choueiry|2014-03-18T13:17:25|2014-03-20T16:14:33|2014-03-20T16:39:03|3-00:00:00|8096Mc||1|1470
.00801|00:24:30|02-02:57:08|468605|aschneid|choueiry|2014-03-18T13:17:25|2014-03-20T16:14:33|2014-03-20T16:39:03|3-00:00:00|8096Mc||1|1470
.00801|00:24:30|02-02:57:08|468619|aschneid|choueiry|2014-03-18T13:17:25|2014-03-20T16:14:33|2014-03-20T16:39:03|3-00:00:00|8096Mc||1|1470
.00847|00:25:54|02-02:57:02|467069|aschneid|choueiry|2014-03-18T13:17:02|2014-03-20T16:14:04|2014-03-20T16:39:58|2-02:00:00|8096Mc||1|1554
.00847|00:25:55|02-02:57:01|467681|aschneid|choueiry|2014-03-18T13:17:13|2014-03-20T16:14:14|2014-03-20T16:40:09|3-00:00:00|8096Mc||1|1555
.00852|00:26:03|02-02:57:02|467067|aschneid|choueiry|2014-03-18T13:17:02|2014-03-20T16:14:04|2014-03-20T16:40:07|2-02:00:00|8096Mc||1|1563
.00853|00:26:06|02-02:57:02|467070|aschneid|choueiry|2014-03-18T13:17:02|2014-03-20T16:14:04|2014-03-20T16:40:10|2-02:00:00|8096Mc||1|1566
.00854|00:26:08|02-02:57:02|467068|aschneid|choueiry|2014-03-18T13:17:02|2014-03-20T16:14:04|2014-03-20T16:40:12|2-02:00:00|8096Mc||1|1568
.00855|00:26:09|02-02:57:01|467559|aschneid|choueiry|2014-03-18T13:17:12|2014-03-20T16:14:13|2014-03-20T16:40:22|2-04:00:00|8096Mc||1|1569
.00855|00:26:10|02-02:57:01|467683|aschneid|choueiry|2014-03-18T13:17:13|2014-03-20T16:14:14|2014-03-20T16:40:24|3-00:00:00|8096Mc||1|1570
.00857|00:26:12|02-02:57:01|467684|aschneid|choueiry|2014-03-18T13:17:13|2014-03-20T16:14:14|2014-03-20T16:40:26|3-00:00:00|8096Mc||1|1572
.00887|00:27:06|02-02:53:34|468902|aschneid|choueiry|2014-03-18T13:21:01|2014-03-20T16:14:35|2014-03-20T16:41:41|2-04:00:00|8096Mc||1|1626
.00888|00:27:09|02-02:57:01|467589|aschneid|choueiry|2014-03-18T13:17:12|2014-03-20T16:14:13|2014-03-20T16:41:22|2-04:00:00|8096Mc||1|1629
.00909|00:27:23|02-02:11:44|469347|ymechqrane|choueiry|2014-03-18T14:02:52|2014-03-20T16:14:36|2014-03-20T16:41:59|3-00:00:00|8096Mc||1|1643
.00915|00:27:58|02-02:53:34|468904|aschneid|choueiry|2014-03-18T13:21:01|2014-03-20T16:14:35|2014-03-20T16:42:33|2-04:00:00|8096Mc||1|1678
.00919|00:28:04|02-02:53:34|468906|aschneid|choueiry|2014-03-18T13:21:01|2014-03-20T16:14:35|2014-03-20T16:42:39|2-04:00:00|8096Mc||1|1684
.00929|00:28:25|02-02:57:01|467565|aschneid|choueiry|2014-03-18T13:17:12|2014-03-20T16:14:13|2014-03-20T16:42:38|2-04:00:00|8096Mc||1|1705
.00930|00:28:27|02-02:57:01|467564|aschneid|choueiry|2014-03-18T13:17:12|2014-03-20T16:14:13|2014-03-20T16:42:40|2-04:00:00|8096Mc||1|1707
.00931|00:27:23|02-01:00:00|469705|ymechqrane|choueiry|2014-03-18T15:14:36|2014-03-20T16:14:36|2014-03-20T16:41:59|3-00:00:00|8096Mc||1|1643
.00931|00:28:29|02-02:57:01|467566|aschneid|choueiry|2014-03-18T13:17:12|2014-03-20T16:14:13|2014-03-20T16:42:42|2-04:00:00|8096Mc||1|1709
.00932|00:28:31|02-02:57:01|467567|aschneid|choueiry|2014-03-18T13:17:12|2014-03-20T16:14:13|2014-03-20T16:42:44|2-04:00:00|8096Mc||1|1711
.00933|00:28:33|02-02:57:01|467568|aschneid|choueiry|2014-03-18T13:17:12|2014-03-20T16:14:13|2014-03-20T16:42:46|2-04:00:00|8096Mc||1|1713
.00957|00:29:17|02-02:57:01|467574|aschneid|choueiry|2014-03-18T13:17:12|2014-03-20T16:14:13|2014-03-20T16:43:30|2-04:00:00|8096Mc||1|1757
.00960|00:29:22|02-02:57:01|467561|aschneid|choueiry|2014-03-18T13:17:12|2014-03-20T16:14:13|2014-03-20T16:43:35|2-04:00:00|8096Mc||1|1762
.00961|00:29:23|02-02:57:01|467562|aschneid|choueiry|2014-03-18T13:17:12|2014-03-20T16:14:13|2014-03-20T16:43:36|2-04:00:00|8096Mc||1|1763
.00964|00:29:30|02-02:57:01|467563|aschneid|choueiry|2014-03-18T13:17:12|2014-03-20T16:14:13|2014-03-20T16:43:43|2-04:00:00|8096Mc||1|1770
.00974|00:29:48|02-02:57:01|467575|aschneid|choueiry|2014-03-18T13:17:12|2014-03-20T16:14:13|2014-03-20T16:44:01|2-04:00:00|8096Mc||1|1788
.00974|00:29:48|02-02:57:01|467579|aschneid|choueiry|2014-03-18T13:17:12|2014-03-20T16:14:13|2014-03-20T16:44:01|2-04:00:00|8096Mc||1|1788
.00975|00:29:49|02-02:57:01|467577|aschneid|choueiry|2014-03-18T13:17:12|2014-03-20T16:14:13|2014-03-20T16:44:02|2-04:00:00|8096Mc||1|1789
.00976|00:29:52|02-02:57:01|467576|aschneid|choueiry|2014-03-18T13:17:12|2014-03-20T16:14:13|2014-03-20T16:44:05|2-04:00:00|8096Mc||1|1792
.00976|00:29:52|02-02:57:01|467583|aschneid|choueiry|2014-03-18T13:17:12|2014-03-20T16:14:13|2014-03-20T16:44:05|2-04:00:00|8096Mc||1|1792
.00976|00:29:52|02-02:57:01|467584|aschneid|choueiry|2014-03-18T13:17:12|2014-03-20T16:14:13|2014-03-20T16:44:05|2-04:00:00|8096Mc||1|1792
.00977|00:29:53|02-02:57:01|467578|aschneid|choueiry|2014-03-18T13:17:12|2014-03-20T16:14:13|2014-03-20T16:44:06|2-04:00:00|8096Mc||1|1793
.00978|00:29:55|02-02:57:01|467585|aschneid|choueiry|2014-03-18T13:17:12|2014-03-20T16:14:13|2014-03-20T16:44:08|2-04:00:00|8096Mc||1|1795
.00978|00:29:55|02-02:57:01|467588|aschneid|choueiry|2014-03-18T13:17:12|2014-03-20T16:14:13|2014-03-20T16:44:08|2-04:00:00|8096Mc||1|1795
.00979|00:29:56|02-02:57:01|467580|aschneid|choueiry|2014-03-18T13:17:12|2014-03-20T16:14:13|2014-03-20T16:44:09|2-04:00:00|8096Mc||1|1796
.00979|00:29:56|02-02:57:01|467581|aschneid|choueiry|2014-03-18T13:17:12|2014-03-20T16:14:13|2014-03-20T16:44:09|2-04:00:00|8096Mc||1|1796
.00980|00:29:58|02-02:57:01|467582|aschneid|choueiry|2014-03-18T13:17:12|2014-03-20T16:14:13|2014-03-20T16:44:11|2-04:00:00|8096Mc||1|1798
.00980|00:29:58|02-02:57:01|467587|aschneid|choueiry|2014-03-18T13:17:12|2014-03-20T16:14:13|2014-03-20T16:44:11|2-04:00:00|8096Mc||1|1798
.00980|00:29:59|02-02:57:01|467586|aschneid|choueiry|2014-03-18T13:17:12|2014-03-20T16:14:13|2014-03-20T16:44:12|2-04:00:00|8096Mc||1|1799
.00986|00:30:10|02-02:57:03|467441|aschneid|choueiry|2014-03-18T13:17:10|2014-03-20T16:14:13|2014-03-20T16:44:23|3-00:00:00|8096Mc||1|1810
.01022|00:31:15|02-02:57:01|467560|aschneid|choueiry|2014-03-18T13:17:12|2014-03-20T16:14:13|2014-03-20T16:45:28|2-04:00:00|8096Mc||1|1875
.01056|00:32:16|02-02:53:34|468903|aschneid|choueiry|2014-03-18T13:21:01|2014-03-20T16:14:35|2014-03-20T16:46:51|2-04:00:00|8096Mc||1|1936
.01059|00:22:39|01-11:37:44|471141|ymechqrane|choueiry|2014-03-19T04:36:53|2014-03-20T16:14:37|2014-03-20T16:37:16|3-00:00:00|8096Mc||1|1359
.01102|00:33:42|02-02:57:01|467572|aschneid|choueiry|2014-03-18T13:17:12|2014-03-20T16:14:13|2014-03-20T16:47:55|2-04:00:00|8096Mc||1|2022
.01107|00:33:52|02-02:57:01|467573|aschneid|choueiry|2014-03-18T13:17:12|2014-03-20T16:14:13|2014-03-20T16:48:05|2-04:00:00|8096Mc||1|2032
.01111|00:33:58|02-02:57:01|467571|aschneid|choueiry|2014-03-18T13:17:12|2014-03-20T16:14:13|2014-03-20T16:48:11|2-04:00:00|8096Mc||1|2038
.01113|00:34:03|02-02:57:01|467569|aschneid|choueiry|2014-03-18T13:17:12|2014-03-20T16:14:13|2014-03-20T16:48:16|2-04:00:00|8096Mc||1|2043
.01113|00:34:03|02-02:57:01|467570|aschneid|choueiry|2014-03-18T13:17:12|2014-03-20T16:14:13|2014-03-20T16:48:16|2-04:00:00|8096Mc||1|2043
.01143|00:34:27|02-02:11:28|469336|ymechqrane|choueiry|2014-03-18T14:02:52|2014-03-20T16:14:20|2014-03-20T16:48:47|3-00:00:00|8096Mc||1|2067
.01160|00:34:08|02-01:00:00|469694|ymechqrane|choueiry|2014-03-18T15:14:36|2014-03-20T16:14:36|2014-03-20T16:48:44|3-00:00:00|8096Mc||1|2048
.01162|00:35:33|02-02:57:02|467093|aschneid|choueiry|2014-03-18T13:17:02|2014-03-20T16:14:04|2014-03-20T16:49:37|2-02:00:00|8096Mc||1|2133
.01165|00:35:38|02-02:57:08|468592|aschneid|choueiry|2014-03-18T13:17:25|2014-03-20T16:14:33|2014-03-20T16:50:11|3-00:00:00|8096Mc||1|2138
.01213|00:37:06|02-02:57:06|467127|aschneid|choueiry|2014-03-18T13:17:03|2014-03-20T16:14:09|2014-03-20T16:51:15|2-02:00:00|8096Mc||1|2226
.01216|00:37:12|02-02:57:06|467125|aschneid|choueiry|2014-03-18T13:17:03|2014-03-20T16:14:09|2014-03-20T16:51:21|2-02:00:00|8096Mc||1|2232
.01227|00:37:32|02-02:57:03|467095|aschneid|choueiry|2014-03-18T13:17:02|2014-03-20T16:14:05|2014-03-20T16:51:37|2-02:00:00|8096Mc||1|2252
.01246|00:38:06|02-02:57:08|468593|aschneid|choueiry|2014-03-18T13:17:25|2014-03-20T16:14:33|2014-03-20T16:52:39|3-00:00:00|8096Mc||1|2286
.01274|00:38:57|02-02:57:03|467096|aschneid|choueiry|2014-03-18T13:17:02|2014-03-20T16:14:05|2014-03-20T16:53:02|2-02:00:00|8096Mc||1|2337
.01277|00:27:18|01-11:37:44|471139|ymechqrane|choueiry|2014-03-19T04:36:53|2014-03-20T16:14:37|2014-03-20T16:41:55|3-00:00:00|8096Mc||1|1638
.01279|00:39:07|02-02:57:06|467128|aschneid|choueiry|2014-03-18T13:17:03|2014-03-20T16:14:09|2014-03-20T16:53:16|2-02:00:00|8096Mc||1|2347
.01336|00:40:14|02-02:11:28|469326|ymechqrane|choueiry|2014-03-18T14:02:52|2014-03-20T16:14:20|2014-03-20T16:54:34|3-00:00:00|8096Mc||1|2414
.01343|00:41:04|02-02:57:08|468595|aschneid|choueiry|2014-03-18T13:17:25|2014-03-20T16:14:33|2014-03-20T16:55:37|3-00:00:00|8096Mc||1|2464
.01359|00:39:59|02-01:00:00|469684|ymechqrane|choueiry|2014-03-18T15:14:36|2014-03-20T16:14:36|2014-03-20T16:54:35|3-00:00:00|8096Mc||1|2399
.01400|00:42:49|02-02:57:01|468200|aschneid|choueiry|2014-03-18T13:17:19|2014-03-20T16:14:20|2014-03-20T16:57:09|2-06:00:00|8096Mc||1|2569
.01415|00:24:45|01-05:08:45|472135|ziguang|bobaru|2014-03-19T11:05:18|2014-03-20T16:14:03|2014-03-20T16:38:48|6-00:00:00|4Gc||1|1485
.01437|00:02:40|03:05:33|473120|rwoodwar|choueiry|2014-03-19T21:20:51|2014-03-20T00:26:24|2014-03-20T00:29:04|08:00:00|8096Mc||16|2560
.01437|00:02:40|03:05:33|473121|rwoodwar|choueiry|2014-03-19T21:20:51|2014-03-20T00:26:24|2014-03-20T00:29:04|08:00:00|8096Mc||16|2560
.01468|00:02:40|03:01:35|473114|rwoodwar|choueiry|2014-03-19T21:20:49|2014-03-20T00:22:24|2014-03-20T00:25:04|06:00:00|8096Mc||16|2560
.01469|00:02:41|03:02:35|473115|rwoodwar|choueiry|2014-03-19T21:20:49|2014-03-20T00:23:24|2014-03-20T00:26:05|06:00:00|8096Mc||16|2576
.01473|00:02:40|03:01:01|473113|rwoodwar|choueiry|2014-03-19T21:20:49|2014-03-20T00:21:50|2014-03-20T00:24:30|08:00:00|8096Mc||16|2560
.01490|00:02:41|03:00:00|473112|rwoodwar|choueiry|2014-03-19T21:20:49|2014-03-20T00:20:49|2014-03-20T00:23:30|08:00:00|8096Mc||16|2576
.01493|00:02:40|02:58:35|473111|rwoodwar|choueiry|2014-03-19T21:20:49|2014-03-20T00:19:24|2014-03-20T00:22:04|08:00:00|8096Mc||16|2560
.01507|00:02:41|02:58:00|473110|rwoodwar|choueiry|2014-03-19T21:20:49|2014-03-20T00:18:49|2014-03-20T00:21:30|08:00:00|8096Mc||16|2576
.01583|00:33:51|01-11:37:44|471128|ymechqrane|choueiry|2014-03-19T04:36:53|2014-03-20T16:14:37|2014-03-20T16:48:28|3-00:00:00|8096Mc||1|2031
.01613|00:49:20|02-02:57:03|468202|aschneid|choueiry|2014-03-18T13:17:19|2014-03-20T16:14:22|2014-03-20T17:03:42|2-06:00:00|8096Mc||1|2960
.01615|00:49:23|02-02:57:03|468203|aschneid|choueiry|2014-03-18T13:17:19|2014-03-20T16:14:22|2014-03-20T17:03:45|2-06:00:00|8096Mc||1|2963
.01627|00:49:46|02-02:57:08|468594|aschneid|choueiry|2014-03-18T13:17:25|2014-03-20T16:14:33|2014-03-20T17:04:19|3-00:00:00|8096Mc||1|2986
.01664|00:50:07|02-02:11:44|469350|ymechqrane|choueiry|2014-03-18T14:02:52|2014-03-20T16:14:36|2014-03-20T17:04:43|3-00:00:00|8096Mc||1|3007
.01706|00:50:11|02-01:00:00|469708|ymechqrane|choueiry|2014-03-18T15:14:36|2014-03-20T16:14:36|2014-03-20T17:04:47|3-00:00:00|8096Mc||1|3011
.01880|00:40:12|01-11:37:44|471118|ymechqrane|choueiry|2014-03-19T04:36:52|2014-03-20T16:14:36|2014-03-20T16:54:48|3-00:00:00|8096Mc||1|2412
.02041|01:02:25|02-02:57:07|468720|aschneid|choueiry|2014-03-18T13:17:26|2014-03-20T16:14:33|2014-03-20T17:16:58|3-00:00:00|8096Mc||1|3745
.02045|01:02:32|02-02:57:07|468718|aschneid|choueiry|2014-03-18T13:17:26|2014-03-20T16:14:33|2014-03-20T17:17:05|3-00:00:00|8096Mc||1|3752
.02045|01:02:32|02-02:57:07|468721|aschneid|choueiry|2014-03-18T13:17:26|2014-03-20T16:14:33|2014-03-20T17:17:05|3-00:00:00|8096Mc||1|3752
.02114|01:04:38|02-02:56:56|468153|aschneid|choueiry|2014-03-18T13:17:19|2014-03-20T16:14:15|2014-03-20T17:18:53|2-16:00:00|8096Mc||1|3878
.02158|01:05:55|02-02:53:32|468982|aschneid|choueiry|2014-03-18T13:21:03|2014-03-20T16:14:35|2014-03-20T17:20:30|2-16:00:00|8096Mc||1|3955
.02162|01:06:07|02-02:56:56|468161|aschneid|choueiry|2014-03-18T13:17:19|2014-03-20T16:14:15|2014-03-20T17:20:22|2-16:00:00|8096Mc||1|3967
.02167|01:06:16|02-02:56:56|468159|aschneid|choueiry|2014-03-18T13:17:19|2014-03-20T16:14:15|2014-03-20T17:20:31|2-16:00:00|8096Mc||1|3976
.02172|01:06:24|02-02:56:56|468158|aschneid|choueiry|2014-03-18T13:17:19|2014-03-20T16:14:15|2014-03-20T17:20:39|2-16:00:00|8096Mc||1|3984
.02177|01:06:34|02-02:56:56|468162|aschneid|choueiry|2014-03-18T13:17:19|2014-03-20T16:14:15|2014-03-20T17:20:49|2-16:00:00|8096Mc||1|3994
.02180|01:06:40|02-02:56:56|468160|aschneid|choueiry|2014-03-18T13:17:19|2014-03-20T16:14:15|2014-03-20T17:20:55|2-16:00:00|8096Mc||1|4000
.02308|01:10:34|02-02:56:55|468147|aschneid|choueiry|2014-03-18T13:17:19|2014-03-20T16:14:14|2014-03-20T17:24:48|2-16:00:00|8096Mc||1|4234
.02348|00:50:12|01-11:37:44|471142|ymechqrane|choueiry|2014-03-19T04:36:53|2014-03-20T16:14:37|2014-03-20T17:04:49|3-00:00:00|8096Mc||1|3012
.02393|00:42:02|01-05:15:51|472127|ziguang|bobaru|2014-03-19T10:58:12|2014-03-20T16:14:03|2014-03-20T16:56:05|6-00:00:00|4Gc||1|2522
.04426|02:15:19|02-02:57:08|468591|aschneid|choueiry|2014-03-18T13:17:25|2014-03-20T16:14:33|2014-03-20T18:29:52|3-00:00:00|8096Mc||1|8119
.04550|02:13:47|02-01:00:00|469702|ymechqrane|choueiry|2014-03-18T15:14:36|2014-03-20T16:14:36|2014-03-20T18:28:23|3-00:00:00|8096Mc||1|8027
.04589|02:18:13|02-02:11:28|469333|ymechqrane|choueiry|2014-03-18T14:02:52|2014-03-20T16:14:20|2014-03-20T18:32:33|3-00:00:00|8096Mc||1|8293
.04625|02:19:18|02-02:11:44|469344|ymechqrane|choueiry|2014-03-18T14:02:52|2014-03-20T16:14:36|2014-03-20T18:33:54|3-00:00:00|8096Mc||1|8358
.04734|02:22:36|02-02:11:44|469352|ymechqrane|choueiry|2014-03-18T14:02:52|2014-03-20T16:14:36|2014-03-20T18:37:12|3-00:00:00|8096Mc||1|8556
.04736|02:19:15|02-01:00:00|469691|ymechqrane|choueiry|2014-03-18T15:14:36|2014-03-20T16:14:36|2014-03-20T18:33:51|3-00:00:00|8096Mc||1|8355
.04871|02:23:14|02-01:00:00|469710|ymechqrane|choueiry|2014-03-18T15:14:36|2014-03-20T16:14:36|2014-03-20T18:37:50|3-00:00:00|8096Mc||1|8594
.04977|01:27:03|01-05:08:45|472136|ziguang|bobaru|2014-03-19T11:05:18|2014-03-20T16:14:03|2014-03-20T17:41:06|6-00:00:00|4Gc||1|5223
.05152|02:35:10|02-02:11:28|469327|ymechqrane|choueiry|2014-03-18T14:02:52|2014-03-20T16:14:20|2014-03-20T18:49:30|3-00:00:00|8096Mc||1|9310
.05287|02:35:27|02-01:00:00|469685|ymechqrane|choueiry|2014-03-18T15:14:36|2014-03-20T16:14:36|2014-03-20T18:50:03|3-00:00:00|8096Mc||1|9327
.05779|02:54:04|02-02:11:44|469351|ymechqrane|choueiry|2014-03-18T14:02:52|2014-03-20T16:14:36|2014-03-20T19:08:40|3-00:00:00|8096Mc||1|10444
.05935|02:54:31|02-01:00:00|469709|ymechqrane|choueiry|2014-03-18T15:14:36|2014-03-20T16:14:36|2014-03-20T19:09:07|3-00:00:00|8096Mc||1|10471
.06285|02:14:22|01-11:37:44|471136|ymechqrane|choueiry|2014-03-19T04:36:53|2014-03-20T16:14:37|2014-03-20T18:28:59|3-00:00:00|8096Mc||1|8062
.06301|03:09:46|02-02:11:28|469331|ymechqrane|choueiry|2014-03-18T14:02:52|2014-03-20T16:14:20|2014-03-20T19:24:06|3-00:00:00|8096Mc||1|11386
.06425|03:13:30|02-02:11:28|469337|ymechqrane|choueiry|2014-03-18T14:02:52|2014-03-20T16:14:20|2014-03-20T19:27:50|3-00:00:00|8096Mc||1|11610
.06584|03:13:35|02-01:00:00|469695|ymechqrane|choueiry|2014-03-18T15:14:36|2014-03-20T16:14:36|2014-03-20T19:28:11|3-00:00:00|8096Mc||1|11615
.06626|02:21:40|01-11:37:44|471144|ymechqrane|choueiry|2014-03-19T04:36:53|2014-03-20T16:14:37|2014-03-20T18:36:17|3-00:00:00|8096Mc||1|8500
.06632|02:21:47|01-11:37:44|471125|ymechqrane|choueiry|2014-03-19T04:36:53|2014-03-20T16:14:37|2014-03-20T18:36:24|3-00:00:00|8096Mc||1|8507
.06712|03:25:12|02-02:56:56|468151|aschneid|choueiry|2014-03-18T13:17:19|2014-03-20T16:14:15|2014-03-20T19:39:27|2-16:00:00|8096Mc||1|12312
.06782|03:27:21|02-02:57:03|467101|aschneid|choueiry|2014-03-18T13:17:02|2014-03-20T16:14:05|2014-03-20T19:41:26|2-02:00:00|8096Mc||1|12441
.06801|03:27:55|02-02:57:03|467100|aschneid|choueiry|2014-03-18T13:17:02|2014-03-20T16:14:05|2014-03-20T19:42:00|2-02:00:00|8096Mc||1|12475
.06879|03:30:19|02-02:57:03|467098|aschneid|choueiry|2014-03-18T13:17:02|2014-03-20T16:14:05|2014-03-20T19:44:24|2-02:00:00|8096Mc||1|12619
.06891|03:22:36|02-01:00:00|469689|ymechqrane|choueiry|2014-03-18T15:14:36|2014-03-20T16:14:36|2014-03-20T19:37:12|3-00:00:00|8096Mc||1|12156
.06916|03:31:27|02-02:57:08|468725|aschneid|choueiry|2014-03-18T13:17:26|2014-03-20T16:14:34|2014-03-20T19:46:01|3-00:00:00|8096Mc||1|12687
.07146|03:38:28|02-02:57:08|468726|aschneid|choueiry|2014-03-18T13:17:26|2014-03-20T16:14:34|2014-03-20T19:53:02|3-00:00:00|8096Mc||1|13108
.07243|03:41:26|02-02:57:08|468723|aschneid|choueiry|2014-03-18T13:17:26|2014-03-20T16:14:34|2014-03-20T19:56:00|3-00:00:00|8096Mc||1|13286
.07265|02:35:19|01-11:37:45|471119|ymechqrane|choueiry|2014-03-19T04:36:52|2014-03-20T16:14:37|2014-03-20T18:49:56|3-00:00:00|8096Mc||1|9319
.07406|03:46:26|02-02:57:06|467214|aschneid|choueiry|2014-03-18T13:17:04|2014-03-20T16:14:10|2014-03-20T20:00:36|3-00:00:00|8096Mc||1|13586
.07471|03:48:25|02-02:57:06|467132|aschneid|choueiry|2014-03-18T13:17:03|2014-03-20T16:14:09|2014-03-20T20:02:34|2-02:00:00|8096Mc||1|13705
.07552|03:50:54|02-02:57:06|467133|aschneid|choueiry|2014-03-18T13:17:03|2014-03-20T16:14:09|2014-03-20T20:05:03|2-02:00:00|8096Mc||1|13854
.07596|03:52:14|02-02:57:06|467130|aschneid|choueiry|2014-03-18T13:17:03|2014-03-20T16:14:09|2014-03-20T20:06:23|2-02:00:00|8096Mc||1|13934
.07687|02:14:59|01-05:15:51|472128|ziguang|bobaru|2014-03-19T10:58:12|2014-03-20T16:14:03|2014-03-20T18:29:02|6-00:00:00|4Gc||1|8099
.08063|02:52:23|01-11:37:44|471143|ymechqrane|choueiry|2014-03-19T04:36:53|2014-03-20T16:14:37|2014-03-20T19:07:00|3-00:00:00|8096Mc||1|10343
.08068|04:06:39|02-02:57:03|467439|aschneid|choueiry|2014-03-18T13:17:10|2014-03-20T16:14:13|2014-03-20T20:20:52|3-00:00:00|8096Mc||1|14799
.08081|04:07:04|02-02:57:03|467440|aschneid|choueiry|2014-03-18T13:17:10|2014-03-20T16:14:13|2014-03-20T20:21:17|3-00:00:00|8096Mc||1|14824
.08084|04:07:09|02-02:57:03|467436|aschneid|choueiry|2014-03-18T13:17:10|2014-03-20T16:14:13|2014-03-20T20:21:22|3-00:00:00|8096Mc||1|14829
.08365|04:15:44|02-02:57:02|468262|aschneid|choueiry|2014-03-18T13:17:20|2014-03-20T16:14:22|2014-03-20T20:30:06|3-00:00:00|8096Mc||1|15344
.08500|04:16:00|02-02:11:28|469334|ymechqrane|choueiry|2014-03-18T14:02:52|2014-03-20T16:14:20|2014-03-20T20:30:20|3-00:00:00|8096Mc||1|15360
.08605|04:22:47|02-02:53:35|468886|aschneid|choueiry|2014-03-18T13:21:00|2014-03-20T16:14:35|2014-03-20T20:37:22|3-00:00:00|8096Mc||1|15767
.08773|04:28:13|02-02:57:02|467415|aschneid|choueiry|2014-03-18T13:17:10|2014-03-20T16:14:12|2014-03-20T20:42:25|3-00:00:00|8096Mc||1|16093
.08856|04:20:23|02-01:00:00|469692|ymechqrane|choueiry|2014-03-18T15:14:36|2014-03-20T16:14:36|2014-03-20T20:34:59|3-00:00:00|8096Mc||1|15623
.09063|03:13:45|01-11:37:44|471129|ymechqrane|choueiry|2014-03-19T04:36:53|2014-03-20T16:14:37|2014-03-20T19:28:22|3-00:00:00|8096Mc||1|11625
.09213|03:16:58|01-11:37:44|471123|ymechqrane|choueiry|2014-03-19T04:36:53|2014-03-20T16:14:37|2014-03-20T19:31:35|3-00:00:00|8096Mc||1|11818
.09627|09:27:41|04-02:16:32|453359|chzhanqi|bobaru|2014-03-16T13:57:30|2014-03-20T16:14:02|2014-03-21T01:41:43|5-04:00:00|40240Mc||1|34061
.09732|04:57:32|02-02:57:02|468268|aschneid|choueiry|2014-03-18T13:17:20|2014-03-20T16:14:22|2014-03-20T21:11:54|3-00:00:00|8096Mc||1|17852
.10019|05:06:18|02-02:57:03|468293|aschneid|choueiry|2014-03-18T13:17:20|2014-03-20T16:14:23|2014-03-20T21:20:41|3-00:00:00|8096Mc||1|18378
.10060|05:07:33|02-02:57:03|468292|aschneid|choueiry|2014-03-18T13:17:20|2014-03-20T16:14:23|2014-03-20T21:21:56|3-00:00:00|8096Mc||1|18453
.10147|05:09:51|02-02:53:32|469001|aschneid|choueiry|2014-03-18T13:21:03|2014-03-20T16:14:35|2014-03-20T21:24:26|3-00:00:00|8096Mc||1|18591
.10204|00:00:05|00:00:49|473606|schen|zeng|2014-03-20T17:01:57|2014-03-20T17:02:46|2014-03-20T17:02:51|7-00:00:00|3000Mc||16|80
