    170544   u910134 
    171510   u910134 
         0   u910134 
       134   u910134 
         0   u910134 
         0   u910134 
         0   u910134 
         0   u910134 
         0   u910134 
         0   u910134 
         0   u910134 
         0   u910134 
         0   u910134 
         0   u910134 
       121   u910134 
       145   u910134 
       140   u910134 
       150   u910134 
       140   u910134 
       140   u910134 
       145   u910134 
       140   u910134 
       140   u910134 
       135   u910134 
       155   u910134 
       140   u910134 
       155   u910134 
       145   u910134 
       135   u910134 
       135   u910134 
       135   u910134 
       135   u910134 
       140   u910134 
    373400   u910134 
    315200   u910134 
    306600   u910134 
         0   u910134 
         0   u910134 
         0   u910134 
       135   u910134 
       140   u910134 
       140   u910134 
       140   u910134 
       140   u910134 
         0   u910134 
         0   u910134 
         0   u910134 
         0   u910134 
         0   u910134 
   1192400   u910134 
   1193200   u910134 
   1195600   u910134 
   1187200   u910134 
   1180600   u910134 
       140   u910134 
       135   u910134 
       150   u910134 
       145   u910134 
       145   u910134 
       135   u910134 
   1309200   u910134 
   1187200   u910134 
       135   u910134 
       135   u910134 
       135   u910134 
       145   u910134 
       140   u910134 
       150   u910134 
       135   u910134 
   1099000   u910134 
   1198200   u910134 
       145   u910134 
       135   u910134 
       140   u910134 
       145   u910134 
       145   u910134 
       155   u910134 
       150   u910134 
   1190000   u910134 
   1260400   u910134 
       515   u910134 
      8825   u910134 
      8905   u910134 
      8805   u910134 
      8805   u910134 
      9115   u910134 
      3617   u910134 
      3616   u910134 
      2735   u910134 
      2703   u910134 
      2631   u910134 
      8631   u910134 
      8677   u910134 
      8863   u910134 
      8584   u910134 
      8605   u910134 
